,Step,AE_Keys,mean,std
308,79000,obj,1.8995327951386571,0.0007687104097425736
309,79000,rgb,2.522364508298536,0.1297531051834347
310,79000,rgb + obj,2.542381559995314,0.12218997864761846
311,79000,rgb + obj_encoding_only,2.5113088957344494,0.24320807391960517
312,80000,obj,1.8951901115477086,0.0007660304349762215
313,80000,rgb,2.514128713371853,0.11263250232819887
314,80000,rgb + obj,2.5302242721741397,0.06515139410270458
315,80000,rgb + obj_encoding_only,2.4981083676839866,0.2306470865871357
316,81000,obj,1.8823140138139327,0.0009166381056743679
317,81000,rgb,2.497729479086896,0.1167286309183124
318,81000,rgb + obj,2.514600375108421,0.08390367874839139
319,81000,rgb + obj_encoding_only,2.4874846645320456,0.2570240438206566
320,82000,obj,1.8731820825487375,0.0005608032013427161
321,82000,rgb,2.4929633513713876,0.09681642825940366
322,82000,rgb + obj,2.5121784901246427,0.08123751105425858
323,82000,rgb + obj_encoding_only,2.481578053596119,0.272068240445594
324,83000,obj,1.8697386967018246,0.0007376214357172695
325,83000,rgb,2.482323186720411,0.15089010385197793
326,83000,rgb + obj,2.4948528300970794,0.05910175808142138
327,83000,rgb + obj_encoding_only,2.468788275246819,0.25130789257176706
328,84000,obj,1.8635102905953924,0.000496287013032557
329,84000,rgb,2.476617748228212,0.10916417194422845
330,84000,rgb + obj,2.494009604739646,0.0573454869332375
331,84000,rgb + obj_encoding_only,2.4649493999158345,0.23015631193455013
332,85000,obj,1.8563286307578284,0.0006919769920316131
333,85000,rgb,2.4721757745991146,0.1863124944957624
334,85000,rgb + obj,2.483889931067824,0.0807188283690271
335,85000,rgb + obj_encoding_only,2.465587999050816,0.15721444013297323
336,86000,obj,1.8622660986458262,0.0007084056263707159
337,86000,rgb,2.463131079636514,0.12432512320927323
338,86000,rgb + obj,2.4743345117196442,0.06655063818144329
339,86000,rgb + obj_encoding_only,2.454466487529377,0.2112672451518946
340,87000,obj,1.8427315909415483,0.0005396807615265095
341,87000,rgb,2.440852469516297,0.11898626919622476
342,87000,rgb + obj,2.4623254163190724,0.10174700195623018
343,87000,rgb + obj_encoding_only,2.433167507561545,0.253284125313134
344,88000,obj,1.828242165657381,0.0007161634977741807
345,88000,rgb,2.422491586705049,0.09868098855438812
346,88000,rgb + obj,2.4482231025894485,0.07151823336380676
347,88000,rgb + obj_encoding_only,2.419537008305391,0.2554507185569159
348,89000,obj,1.8216367322951554,0.0006835942721096226
349,89000,rgb,2.4112286124378444,0.0954411655056071
350,89000,rgb + obj,2.439898859833678,0.09477615238021714
351,89000,rgb + obj_encoding_only,2.4060190393278993,0.24392135836631074
352,90000,obj,1.8123805147906147,0.0005975523958572511
353,90000,rgb,2.409540087853869,0.06115498099240475
354,90000,rgb + obj,2.4344767956684032,0.08596641008721814
355,90000,rgb + obj_encoding_only,2.403310321643948,0.23275298550877052
356,91000,obj,1.8133417200918,0.0006005900327790716
357,91000,rgb,2.4027538143719234,0.13606979619002227
358,91000,rgb + obj,2.416558393153051,0.07906384379616839
359,91000,rgb + obj_encoding_only,2.385637998891373,0.2542183144729324
360,92000,obj,1.7938725069786112,0.0005550692996648313
361,92000,rgb,2.3758410207927225,0.10829297441171176
362,92000,rgb + obj,2.394592340042194,0.08297127230822171
363,92000,rgb + obj_encoding_only,2.3678338917593162,0.23633892575151585
364,93000,obj,1.7841504606728755,0.0006278954631203523
365,93000,rgb,2.368293567560613,0.12211679541030518
366,93000,rgb + obj,2.3934866389259697,0.08230019650505307
367,93000,rgb + obj_encoding_only,2.365556617639959,0.25100498056755827
368,94000,obj,1.7813394169012706,0.0006573087649987054
369,94000,rgb,2.3671654044960935,0.13963026875836324
370,94000,rgb + obj,2.3857522467151284,0.08069004653306255
371,94000,rgb + obj_encoding_only,2.358078827398519,0.26836695201478583
372,95000,obj,1.777820897536973,0.0007590802729722575
373,95000,rgb,2.360557932158311,0.10982602114966047
374,95000,rgb + obj,2.3784894729653994,0.08888958371188824
375,95000,rgb + obj_encoding_only,2.350412697096666,0.25574563800526856
376,96000,obj,1.7709279719119269,0.0007583855682886401
377,96000,rgb,2.351559758000076,0.14214519664936223
378,96000,rgb + obj,2.371045533629755,0.08725386041066119
379,96000,rgb + obj_encoding_only,2.3388836143538354,0.24919571884158814
380,97000,obj,1.7642322866246105,0.0008866113477085251
381,97000,rgb,2.338512620329857,0.13063932737460707
382,97000,rgb + obj,2.3545728931824366,0.0794154119616607
383,97000,rgb + obj_encoding_only,2.3263368060191474,0.272047256685901
384,98000,obj,1.754745668421189,0.0008063369501403185
385,98000,rgb,2.3286795469621815,0.11816372950272298
386,98000,rgb + obj,2.3457751763363683,0.07330723954918178
387,98000,rgb + obj_encoding_only,2.328010226537784,0.2918537819166859
388,99000,obj,1.7540430416042607,0.0008472152927226219
389,99000,rgb,2.327870926943918,0.10580625986200393
390,99000,rgb + obj,2.349970056302845,0.04703198913167918
391,99000,rgb + obj_encoding_only,2.333981595126291,0.2380098221672337
392,100000,obj,1.7550560881694157,0.0011478525195340603
393,100000,rgb,2.324277630758782,0.0997248051839317
394,100000,rgb + obj,2.3412192576254407,0.06962463268353855
395,100000,rgb + obj_encoding_only,2.3153876854106783,0.21554406241616147
